Idx,kind_of_L1,kind_of_L2,num_of_logins,between_early,between_late
3248,6,6,50,146,0
3250,6,6,14,2,0
3252,4,5,7,2,2
3255,5,5,20,47,3
3257,6,8,71,19,0
3259,4,5,11,12,5
3261,4,6,9,5,0
3267,4,5,17,5,0
3269,4,5,7,2,2
3271,6,6,12,2,0
3273,4,7,15,6,0
3279,4,7,22,19,0
3281,4,5,25,6,0
3284,4,5,11,5,4
3287,7,7,53,25,0
3290,6,5,12,5,3
3291,4,6,21,1,0
3296,4,7,11,11,0
3300,4,6,10,1,0
3301,4,6,20,1,0
3305,4,5,8,1,1
3312,4,6,12,5,0
3314,4,6,9,1,0
3315,4,6,11,3,0
3319,4,6,19,7,0
3321,5,5,13,4,0
3322,8,7,62,198,0
3328,4,6,36,8,0
3329,6,7,65,240,0
3332,4,7,16,5,1
3335,6,5,15,8,0
3336,4,6,29,11,0
3339,4,7,13,11,0
3346,5,6,8,7,0
3348,5,7,20,980,0
3349,6,7,41,15,0
3350,4,6,8,5,0
3356,4,6,11,1,0
3359,4,6,14,4,0
3361,4,7,12,6,0
3367,4,5,11,8,2
3373,4,5,11,7,1
3381,4,6,9,8,0
3384,4,6,9,5,1
3394,4,5,11,4,0
3396,4,5,8,4,3
3404,4,6,9,5,1
3409,4,7,24,57,0
3411,6,5,99,192,0
3413,8,9,46,4,0
3415,4,5,13,6,0
3418,4,7,29,37,0
3419,4,7,12,6,0
3423,6,5,12,88,2
3425,6,7,32,8,0
3428,4,5,13,3,0
3430,4,6,21,11,0
3434,4,6,43,8,0
3444,6,6,21,6,0
3449,6,7,13,4,0
3454,4,5,15,4,0
3457,6,6,24,5,0
3460,4,6,18,5,0
3462,4,5,12,3,0
3466,4,6,9,5,0
3467,5,7,34,11,1
3468,7,8,38,7,0
3470,6,7,27,282,0
3471,6,6,66,18,0
3472,5,7,69,14,0
3473,4,6,11,4,3
3476,6,5,25,4,1
3477,4,5,30,4,0
3479,6,6,16,4,0
3480,4,6,9,4,0
3481,4,5,13,4,0
3485,4,6,27,4,0
3486,4,5,26,5,0
3487,4,6,8,5,0
3488,4,5,10,4,1
3491,4,7,12,3,0
3492,4,6,10,7,0
3494,4,6,15,4,0
3496,4,6,9,3,0
3502,6,5,17,9,0
3505,4,6,13,14,11
3506,4,5,9,3,1
3509,4,5,11,3,1
3512,4,6,19,5,0
3513,4,5,28,73,0
3515,4,5,14,10,0
3521,4,6,15,20,0
3522,4,5,14,5,0
3527,4,6,12,20,2
3533,4,5,13,2,1
3537,4,6,21,3,0
3538,6,6,16,3,0
3539,4,6,8,9,0
3540,4,6,9,11,8
3543,4,5,19,3,0
3546,5,6,25,4,0
3550,5,7,45,36,0
3552,5,5,93,250,0
3553,4,6,13,22,1
3555,5,6,11,3,1
3556,4,6,9,4,2
3567,7,7,11,3,0
3571,6,6,47,61,0
3573,4,6,9,3,0
3574,4,6,9,20,15
3581,4,4,10,11,1
3586,5,8,115,10,0
3591,5,6,37,4,0
3592,7,6,22,9,1
3593,5,6,33,11,0
3594,4,6,35,36,0
3600,6,6,24,9,0
3603,4,5,15,109,0
3604,4,5,18,2,0
3605,5,7,57,150,0
3607,5,6,23,12,0
3609,6,7,12,3,0
3616,6,5,16,6,2
3617,4,7,13,5,0
3618,5,6,8,5,0
3619,4,6,10,4,0
3622,4,6,13,2,0
3624,4,5,11,1,0
3625,4,5,11,2,0
3628,6,7,19,2,0
3632,4,4,19,23,0
3639,4,7,10,3,0
3642,5,6,16,2,0
3644,6,5,11,3,1
3653,5,5,7,4,4
3654,4,6,14,26,0
3656,4,5,7,4,4
3658,4,6,37,18,3
3660,4,7,11,2,0
3662,4,5,7,11,11
3663,4,5,11,3,2
3665,6,6,29,10,0
3667,4,6,10,3,0
3670,4,6,10,4,0
3674,6,6,46,114,0
3675,4,5,9,26,0
3681,8,6,21,8,0
3682,4,6,9,5,0
3683,4,5,9,1,0
3693,4,6,13,2,0
3695,4,7,14,2,0
3697,8,9,112,190,1
3699,4,6,16,37,0
3700,4,7,15,8,1
3702,4,6,11,8,0
3704,3,3,18,16,0
3705,4,5,21,2,0
3708,4,5,11,43,2
3709,4,5,10,18,0
3710,6,6,44,30,1
3711,4,6,12,2,0
3713,6,6,15,4,1
3714,4,6,17,21,0
3715,8,7,35,211,0
3717,4,6,20,2,1
3718,5,5,15,2,1
3724,4,6,11,6,0
3727,11,10,566,462,1
3728,6,5,12,9,0
3731,4,6,10,3,2
3738,4,6,14,3,0
3742,6,7,38,24,0
3743,4,5,15,20,0
3745,6,6,19,37,0
3747,4,6,9,17,13
3748,8,6,20,4,0
3749,5,6,15,1,0
3753,4,8,26,2,0
3758,5,5,12,2,0
3763,4,5,7,3,3
3764,4,5,15,2,0
3768,6,7,23,2,0
3770,4,5,8,2,1
3773,4,5,14,2,0
3775,4,6,10,7,0
3777,6,4,8,57,2
3781,4,6,10,2,1
3784,4,6,33,2,0
3785,4,6,13,7,2
3786,4,6,15,2,0
3788,7,7,22,10,0
3793,4,5,14,3,0
3795,6,8,15,1,0
3801,4,6,11,2,0
3803,4,7,18,16,0
3806,4,7,24,2,0
3810,4,6,24,3,0
3811,8,6,20,3,1
3812,4,5,25,4,1
3814,7,6,115,195,0
3815,4,6,8,3,0
3817,4,6,17,10,0
3818,4,6,9,8,0
3822,4,5,7,7,7
3830,4,5,11,2,0
3835,4,6,11,1,0
3841,4,7,50,12,0
3846,4,6,8,13,0
3850,4,6,14,4,0
3851,4,6,15,2,0
3852,4,6,8,4,0
3853,4,6,9,2,1
3855,4,5,25,7,0
3857,4,5,8,2,1
3858,5,7,19,8,0
3860,4,5,17,3,0
3863,4,7,14,2,0
3872,4,7,16,20,0
3874,4,6,17,4,0
3881,7,7,30,7,1
3886,4,6,11,4,4
3890,6,6,10,2,0
3894,4,6,8,6,0
3897,4,6,24,15,3
3908,4,6,15,2,0
3910,6,6,51,120,0
3912,4,6,15,11,0
3918,4,5,25,13,1
3929,4,5,11,1,1
3930,4,5,8,1,1
3935,4,6,8,2,0
3936,4,6,31,8,0
3940,6,7,16,1,0
3941,4,6,45,35,1
3942,6,7,23,19,0
3943,4,5,21,6,0
3944,5,7,35,662,0
3945,5,7,11,1,0
3948,4,6,10,12,0
3949,6,6,42,91,0
3952,4,6,14,30,1
3953,6,7,63,214,0
3954,7,8,29,15,0
3955,6,6,31,12,0
3957,4,5,26,49,1
3960,4,5,15,2,0
3967,5,6,32,3,0
3970,6,5,13,5,2
3978,4,6,10,1,0
3980,4,6,10,3,1
3989,4,5,9,8,4
3996,6,6,49,284,0
3999,4,6,9,2,1
4000,4,7,51,1,0
4002,4,6,14,1,0
4004,6,5,11,3,2
4008,4,7,11,5,0
4013,5,7,23,16,0
4016,4,6,14,6,0
4017,6,7,19,67,0
4018,4,6,18,6,0
4020,6,6,17,5,0
4021,5,6,27,2,0
4024,6,6,32,2,0
4025,4,6,21,2,0
4032,4,6,18,4,0
4034,6,6,62,190,0
4035,6,7,23,140,0
4037,4,5,15,4,1
4039,4,5,7,1,1
4040,4,5,19,4,0
4049,4,5,9,5,2
4052,4,6,16,26,0
4054,5,6,36,2,0
4056,4,6,27,15,1
4057,4,6,18,23,1
4058,4,7,10,5,0
4059,4,5,7,4,4
4060,6,5,15,6,0
4066,4,6,14,4,0
4067,4,5,9,2,0
4068,4,5,14,2,1
4070,6,8,13,1,1
4072,4,5,16,69,0
4079,5,7,14,8,0
4080,4,5,16,72,0
4082,6,5,9,4,2
4083,4,5,10,5,3
4091,6,7,51,5,0
4092,4,6,18,5,0
4096,4,6,52,28,0
4101,6,8,25,2,0
4103,4,6,11,2,0
4105,4,6,10,26,0
4106,6,6,46,82,0
4107,4,6,9,2,0
4110,4,6,10,4,1
4111,4,7,34,5,0
4112,4,5,8,6,1
4118,6,6,26,7,1
4120,7,6,109,117,0
4121,4,5,20,789,0
4123,4,6,9,2,0
4127,4,6,11,0,0
4131,4,5,8,5,3
4132,4,5,7,4,4
4133,4,6,10,7,0
4135,6,6,13,5,5
4136,4,6,10,6,2
4137,6,6,18,19,3
4139,6,7,22,7,0
4145,6,6,18,6,1
4148,4,5,8,7,5
4158,4,5,10,14,1
4160,6,6,10,3,0
4163,4,7,14,1,0
4164,4,6,19,7,0
4169,4,5,7,1,1
4174,4,5,10,6,1
4187,4,5,8,1,1
4189,6,5,25,18,0
4190,4,5,63,6,0
4194,4,6,47,41,1
4198,4,5,13,3,0
4199,4,7,14,8,0
4200,6,6,16,4,0
4201,6,5,64,21,0
4203,8,6,149,6,0
4205,6,5,23,92,0
4207,4,6,11,20,0
4208,4,6,16,28,0
4210,8,8,130,7,0
4216,4,5,20,5,0
4218,4,5,8,4,3
4219,4,5,7,6,6
4220,6,8,33,6,0
4222,4,6,14,111,0
4223,4,7,23,5,0
4241,6,6,23,28,15
4243,4,5,8,4,1
4245,4,5,15,3,1
4246,8,7,12,3,0
4251,6,5,22,4,0
4253,4,6,22,4,0
4255,4,5,13,5,0
4259,4,6,18,8,0
4261,4,6,10,9,5
4265,6,7,29,16,0
4267,4,8,34,4,0
4272,6,5,35,60,1
4274,4,6,10,6,0
4278,8,7,45,45,0
4280,4,5,16,4,0
4282,6,9,29,3,0
4285,4,6,18,4,1
4289,4,5,12,6,2
4291,4,6,11,5,0
4299,4,5,19,3,0
4301,6,7,74,3,0
4304,4,5,25,14,0
4305,6,5,16,13,0
4306,7,7,42,19,0
4310,6,5,9,16,15
4311,4,6,10,15,6
4315,4,6,39,7,0
4316,6,7,26,4,0
4318,4,5,33,4,0
4327,4,6,9,2,0
4328,4,5,7,2,2
4332,6,6,16,2,0
4334,4,6,9,2,1
4336,4,5,7,2,2
4356,4,5,19,56,0
4365,4,6,8,2,0
4369,6,6,21,5,0
4373,4,5,10,1,0
4376,4,6,9,2,0
4379,4,5,16,2,0
4380,4,8,36,13,1
4383,5,6,18,6,1
4389,4,6,26,23,0
4393,5,5,16,2,0
4395,4,6,9,3,0
4399,4,7,21,3,0
4403,4,6,16,4,0
4406,5,5,11,4,0
4408,4,6,11,7,0
4409,4,6,13,7,0
4415,6,5,15,4,0
4419,4,5,13,4,0
4420,6,7,13,4,0
4423,4,6,10,3,0
4424,4,5,8,6,3
4427,4,5,22,14,0
4428,6,7,65,4,0
4429,4,7,9,1,0
4431,4,7,21,7,0
4433,6,7,28,10,0
4434,4,5,26,75,0
4438,4,6,10,5,4
4439,6,6,10,6,6
4441,6,7,47,6,0
4444,4,5,15,7,1
4446,4,5,7,4,4
4450,8,6,119,60,1
4451,4,6,14,3,1
4452,5,5,24,4,1
4453,4,7,20,2,0
4455,4,5,7,14,14
4457,4,6,101,37,0
4459,4,5,14,5,1
4462,4,7,18,8,0
4463,6,5,19,5,0
4466,5,5,35,343,1
4470,4,6,10,4,1
4472,4,6,27,194,4
4473,7,6,29,9,2
4476,4,6,12,5,0
4487,4,5,9,3,1
4488,4,6,15,13,0
4491,4,5,26,3,0
4493,4,6,13,14,6
4497,6,7,15,4,0
4509,4,7,18,7,0
4512,4,5,20,2,0
4513,4,5,44,12,0
4516,4,5,14,6,0
4519,6,6,19,4,1
4520,5,6,13,548,0
4521,5,5,17,3,0
4525,5,6,24,1,0
4527,4,5,10,16,0
4530,4,5,9,2,1
4531,6,6,10,2,1
4532,4,6,12,2,0
4541,4,8,16,1,0
4542,4,6,8,3,0
4543,6,8,86,65,1
4549,4,6,11,5,2
4551,6,6,15,34,7
4553,4,6,17,12,0
4555,5,7,15,2,0
4556,4,5,9,18,15
4557,4,5,8,17,13
4559,4,5,16,3,0
4564,5,5,11,19,2
4568,6,6,25,2,0
4569,4,5,14,13,6
4573,5,6,22,3,0
4574,6,6,68,133,1
4576,4,6,14,3,0
4577,4,6,10,5,0
4580,4,5,12,13,7
4583,6,6,18,2,0
4585,5,6,27,5,0
4590,4,5,9,1,1
4594,4,6,15,1,0
4596,4,6,23,14,0
4603,6,5,9,12,12
4608,4,6,14,6,0
4613,6,6,18,2,0
4626,4,5,10,17,2
4631,4,6,61,2,0
4635,4,5,10,13,0
4638,4,6,12,5,0
4639,4,6,29,14,0
4642,4,6,8,3,0
4644,4,7,26,2,0
4651,4,6,14,6,0
4652,4,6,13,2,1
4654,4,7,26,2,0
4655,4,7,16,4,0
4657,4,5,11,2,0
4659,5,5,39,2,0
4661,4,5,7,2,2
4664,4,6,23,1,0
4665,6,5,43,2,0
4666,4,6,12,4,0
4672,4,6,17,4,0
4675,6,6,31,2,0
4677,6,6,34,481,1
4678,6,7,39,29,0
4682,8,7,58,5,0
4689,6,7,22,5,0
4694,4,6,22,4,0
4701,4,5,21,3,0
4706,4,6,27,2,0
4709,4,5,12,31,1
4713,7,7,27,2,0
4718,4,6,10,2,1
4721,4,7,19,4,0
4725,5,7,71,23,0
4728,4,5,10,6,5
4731,5,6,43,15,2
4733,4,7,36,9,0
4736,7,8,92,607,0
4738,4,6,12,4,0
4742,5,6,48,20,0
4748,4,5,7,1,1
4750,4,6,16,4,0
4751,5,5,13,2,0
4752,6,5,80,66,0
4758,4,7,11,4,0
4759,4,6,13,3,0
4763,5,7,16,4,0
4766,6,5,11,15,13
4768,4,6,10,3,0
4778,4,5,11,3,0
4780,4,5,8,14,12
4784,6,5,24,288,10
4785,4,6,12,7,2
4787,5,6,13,2,0
4788,4,5,15,4,0
4789,4,5,15,4,0
4790,4,5,19,18,2
4794,4,5,8,2,2
4795,4,6,13,4,0
4796,4,5,8,2,1
4800,4,6,14,2,0
4801,6,5,9,14,14
4805,4,6,27,3,0
4808,6,5,21,179,0
4809,4,5,8,11,6
4810,4,6,13,3,1
4820,4,5,31,11,0
4822,4,6,16,22,1
4823,4,6,27,3,0
4826,5,6,13,2,1
4827,4,7,13,3,0
4828,4,7,21,11,6
4833,6,7,25,3,0
4838,4,5,11,2,0
4839,7,4,70,251,6
4840,4,6,15,5,0
4843,4,7,30,24,0
4844,7,7,12,1,0
4845,4,6,16,8,2
4848,4,7,22,42,0
4854,4,5,12,14,0
4856,5,5,7,1,1
4857,4,5,9,3,2
4858,4,5,12,4,1
4861,8,7,38,7,0
4863,6,6,59,34,0
4865,6,5,11,2,1
4866,4,7,29,13,0
4868,4,6,14,2,0
4869,6,5,16,143,0
4873,4,6,19,66,11
4874,4,5,11,4,0
4875,7,6,38,4,0
4879,4,5,13,4,2
4882,4,6,10,4,0
4885,4,6,24,4,0
4890,5,5,14,13,9
4892,5,6,22,48,7
4894,4,6,12,8,1
4898,6,7,29,3,0
4902,4,5,11,4,0
4907,4,6,31,21,1
4911,6,6,14,43,6
4915,4,4,6,16,16
4917,4,6,9,3,1
4918,6,6,16,6,0
4921,4,6,19,3,0
4926,4,6,11,3,0
4929,4,5,10,10,7
4934,5,6,16,45,0
4935,4,6,22,2,0
4936,4,6,17,14,1
4941,7,7,13,10,10
4943,4,7,22,3,0
4944,5,6,19,17,10
4948,4,5,7,12,12
4949,4,6,15,2,0
4950,7,6,33,6,2
4953,5,5,7,2,2
4955,5,7,26,4,0
4959,4,5,7,3,3
4972,4,6,14,14,8
4974,4,5,11,2,0
4977,6,5,14,5,2
4978,6,5,28,14,0
4980,4,6,38,49,2
4984,4,5,11,78,11
4987,4,6,12,3,0
4988,4,5,7,2,2
4989,5,6,16,542,0
4990,4,5,7,1,1
4997,6,5,12,9,6
5004,6,7,46,3,0
5016,4,6,16,15,0
5017,6,6,13,3,3
5021,5,6,15,6,2
5030,4,5,8,13,13
5031,5,6,119,1065,1
5032,4,6,27,3,0
5034,4,6,20,4,2
5036,4,8,16,3,0
5043,6,5,20,10,7
5052,6,7,59,50,0
5059,6,6,24,3,0
5061,4,5,11,3,2
5062,4,5,20,10,7
5065,6,5,12,8,6
5066,4,5,7,4,4
5069,4,6,16,2,0
5070,6,5,14,4,2
5072,4,5,11,4,2
5073,6,9,27,5,0
5078,4,6,9,1,0
5079,4,6,34,46,0
5083,4,7,48,2,0
5084,4,5,12,2,0
5085,4,7,21,3,0
5090,6,6,10,12,12
5099,4,5,21,3,0
5106,5,6,36,11,0
5111,4,7,19,2,0
5112,4,5,8,23,9
5114,4,6,27,4,0
5115,4,5,8,9,8
5120,4,5,12,11,9
5122,4,6,14,9,2
5123,6,6,12,17,7
5128,4,5,7,14,14
5133,4,5,10,6,4
5134,4,5,8,8,7
5138,4,5,8,10,8
5147,4,5,10,13,11
5152,4,5,9,11,9
5153,4,7,39,19,2
5159,4,6,15,10,10
5164,5,6,34,105,2
5169,5,7,11,7,6
5172,4,5,10,3,2
5176,6,7,58,38,6
5179,4,5,12,8,7
5183,5,6,21,9,6
5184,9,7,155,29,6
5199,4,5,8,10,10
5205,4,5,15,8,2
5211,6,5,9,10,9
5212,4,5,12,7,3
5216,6,5,12,3,2
5221,4,5,18,9,6
5224,4,5,9,10,9
5226,4,5,8,3,3
5230,4,5,8,10,10
5240,8,6,26,221,6
5242,4,5,10,14,13
5246,4,5,9,12,12
5247,6,5,9,8,7
5249,6,6,28,18,0
5251,4,5,7,11,11
5253,4,6,12,7,3
5259,4,5,8,15,14
5261,4,5,9,7,6
5262,4,5,9,11,10
5263,4,6,11,9,8
5264,6,5,28,7,2
5266,4,5,7,10,10
5270,4,6,30,24,9
5273,4,5,8,7,6
5276,4,5,21,12,10
5280,6,8,17,63,11
5281,4,6,12,14,2
5282,5,5,15,7,6
5284,4,6,10,7,6
5285,8,6,11,7,6
5287,8,8,28,24,8
5288,4,5,9,9,8
5289,4,5,7,14,14
5291,6,7,17,6,6
5301,6,7,12,7,7
5305,7,11,343,998,6
5308,5,6,14,674,7
5310,8,7,15,137,8
5315,6,6,11,2,2
5318,4,5,25,43,6
5325,6,6,13,8,8
5333,8,10,123,180,7
5335,4,6,11,27,2
5336,4,6,17,16,6
5341,4,5,7,11,11
5342,6,6,22,8,6
5343,4,5,8,13,13
5344,4,5,7,6,6
5347,4,5,10,12,10
5349,4,5,7,8,8
5351,6,6,58,34,10
5358,2,3,3,536,536
5360,6,4,10,165,31
5366,5,5,7,39,39
5369,4,6,15,24,16
5373,4,4,9,74,73
5385,5,5,9,39,32
5396,4,5,14,11,11
5398,4,6,20,21,8
5409,4,4,7,9,9
5410,6,4,13,354,8
5429,6,5,17,50,24
5433,4,5,12,45,41
5438,5,6,42,35,14
5440,6,6,45,10,7
5445,4,3,7,83,74
5465,10,9,847,648,9
5486,6,6,41,64,40
5500,4,3,6,15,15
5502,4,5,27,19,7
5508,6,4,8,14,11
5513,6,4,10,32,12
5516,4,6,16,37,21
5520,5,8,41,747,9
5530,4,3,5,18,18
5541,8,6,62,107,70
5556,4,6,30,39,16
5565,5,5,7,70,70
5575,4,6,69,25,13
5578,5,4,8,538,174
5580,8,8,106,193,19
5587,5,5,14,104,66
5590,4,3,5,201,201
5596,6,6,55,256,7
5600,6,7,46,48,7
5610,5,4,6,94,94
5622,4,4,6,74,74
5644,7,6,265,196,9
5651,4,7,27,893,782
5663,4,6,30,67,17
5665,4,6,19,24,12
5674,4,6,10,31,26
5679,4,5,11,8,7
5690,4,5,8,7,7
5696,5,5,33,131,10
5701,3,4,222,1009,19
5703,5,3,5,144,144
5740,4,3,7,918,918
5753,9,7,50,22,12
5762,4,4,6,27,27
5765,5,6,9,26,25
5790,4,5,9,18,18
5794,4,3,8,31,12
5815,6,4,11,20,18
5848,4,3,6,639,179
5854,4,3,5,15,15
5864,4,5,8,46,45
5872,4,6,13,113,94
5878,4,6,13,10,8
5882,6,7,33,48,14
5894,5,5,12,24,23
5895,8,8,86,220,12
5898,4,5,8,38,38
5899,4,5,7,42,42
5908,7,8,45,27,18
5917,4,5,9,12,11
5919,4,4,6,14,14
5927,4,5,9,17,15
5943,5,3,5,40,40
5974,4,4,7,47,41
5995,5,7,19,10,10
6005,4,5,9,25,25
6011,4,5,49,851,25
6019,4,5,9,52,47
6046,6,6,30,122,84
6048,4,5,21,28,22
6064,4,5,7,21,21
6076,5,5,26,18,14
6112,5,7,69,219,21
6132,4,5,25,35,27
6139,6,5,13,20,16
6149,4,5,7,23,23
6172,6,6,14,21,15
6174,5,5,29,150,47
6176,4,4,25,14,11
6179,4,4,6,56,56
6182,5,4,7,232,180
6192,4,3,6,201,201
6200,4,3,7,872,872
6224,4,4,5,643,292
6241,5,6,157,1108,35
6248,7,5,27,297,28
6259,5,5,7,50,50
6272,5,4,8,95,95
6298,4,6,40,34,27
6300,5,5,33,174,22
6305,4,5,8,20,20
6336,4,5,29,19,15
6349,4,4,8,250,249
6358,3,5,7,256,256
6369,4,4,8,604,594
6374,4,3,5,30,30
6416,5,8,88,705,304
6421,4,4,7,618,16
6436,4,5,8,21,21
6447,4,5,14,35,20
6464,4,5,29,223,135
6495,4,3,9,719,716
6501,5,9,29,898,247
6507,2,3,19,714,90
6532,4,5,12,19,18
6550,6,6,18,17,16
6563,4,5,9,18,17
6565,6,5,56,41,20
6567,8,6,30,57,21
6571,5,5,10,53,51
6577,4,5,7,21,21
6578,4,4,6,202,202
6591,6,6,21,453,395
6593,4,5,13,30,30
6594,4,5,12,31,26
6596,4,3,10,95,58
6623,4,4,9,20,20
6633,4,3,4,715,715
6634,7,5,15,199,16
6657,8,9,100,246,14
6677,3,4,12,1003,977
6685,6,5,11,36,30
6698,6,5,11,19,15
6709,4,4,6,20,20
6718,6,4,23,144,27
6731,6,6,76,258,19
6743,4,4,6,142,142
6748,6,6,102,64,22
6781,4,4,11,858,812
6796,8,6,26,212,53
6823,8,7,115,428,15
6829,4,3,5,75,75
6881,4,4,6,22,22
6905,5,4,6,46,46
6917,4,5,9,27,26
6918,4,5,9,32,32
6919,4,5,7,28,28
6920,4,5,7,17,17
6931,5,5,27,545,118
6936,5,5,10,64,51
6949,4,3,5,52,52
6970,5,3,5,79,79
7010,4,5,16,26,23
7014,4,4,8,65,18
7029,4,4,22,98,48
7045,4,6,38,41,17
7046,4,5,7,18,18
7069,4,4,6,43,43
7075,8,6,23,116,77
7078,4,3,6,22,22
7088,5,5,14,418,29
7126,4,5,30,96,52
7137,3,2,4,643,578
7153,4,4,6,25,25
7155,6,8,18,185,170
7161,4,5,9,34,32
7184,4,4,13,608,597
7186,5,6,15,827,525
7217,4,4,10,26,23
7229,5,3,6,611,611
7302,4,3,6,47,47
7307,8,7,54,490,26
7337,8,8,147,207,43
7341,4,3,6,145,145
7358,4,5,7,193,192
7364,6,3,7,148,27
7366,5,5,12,45,34
7391,6,9,88,845,40
7402,6,5,94,129,34
7410,8,7,51,38,24
7412,8,7,112,365,21
7440,4,4,11,103,99
7442,4,6,39,41,38
7444,6,8,39,145,44
7461,4,4,6,165,165
7479,4,4,6,55,55
7512,4,4,7,26,26
7513,4,3,5,345,345
7526,7,5,136,723,28
7530,5,6,9,48,48
7532,4,6,42,1043,891
7540,3,3,6,279,268
7549,6,6,91,1051,154
7563,5,8,61,1111,24
7579,4,5,7,39,39
7598,4,5,56,108,43
7614,3,4,5,635,614
7616,4,3,5,388,388
7624,6,5,51,96,27
7628,4,5,10,61,60
7631,4,3,5,160,160
7640,5,5,19,27,23
7646,4,4,8,29,26
7647,7,5,8,22,22
7650,4,6,9,33,32
7655,7,6,33,47,36
7664,5,4,8,377,375
7685,4,3,5,72,72
7686,6,7,33,990,407
7718,6,4,21,98,91
7736,4,5,7,31,31
7793,4,5,7,85,85
7798,4,5,13,124,96
7800,4,3,6,182,182
7844,6,5,13,47,40
7856,6,6,15,83,72
7858,6,5,38,28,25
7860,5,4,6,501,200
7921,5,4,13,1092,56
7950,5,4,7,712,512
7954,4,6,9,44,37
7960,4,3,13,1026,657
8001,4,5,7,33,33
8007,4,6,11,45,31
8036,4,4,7,505,494
8037,7,7,71,88,49
8040,6,4,13,93,34
8062,4,4,6,30,30
8071,5,7,30,837,414
8072,5,6,12,238,28
8076,6,6,57,60,28
8083,6,7,13,44,41
8097,5,5,7,47,47
8099,6,5,36,786,37
8106,7,7,57,309,72
8118,5,5,11,283,282
8121,4,3,7,119,119
8127,4,7,23,324,48
8133,5,3,5,61,61
8142,5,5,9,173,88
8145,4,6,12,45,45
8156,6,5,55,170,49
8162,2,2,4,1,0
8164,2,3,3,596,595
8222,5,7,10,275,0
8223,3,3,3,0,0
8248,6,6,13,95,38
8275,2,2,2,0,0
8279,7,7,33,463,46
8281,1,1,2,0,0
8283,2,2,4,0,0
8284,4,3,5,162,162
8294,8,6,16,96,42
8309,4,5,65,60,44
8312,2,1,8,4,2
8316,6,5,9,43,43
8343,2,3,3,547,547
8358,4,4,7,166,77
8363,6,4,8,431,200
8413,4,4,6,620,619
8421,4,6,13,86,0
8435,2,2,6,1,1
8444,3,3,3,1,0
8475,7,8,178,522,82
8483,3,3,9,12,0
8506,1,1,1,0,0
8508,6,4,48,267,58
8533,3,3,11,4,0
8534,3,3,5,0,0
8540,4,5,15,49,48
8546,3,4,7,707,707
8548,3,3,10,8,3
8565,5,4,9,231,130
8574,4,6,18,63,0
8578,4,6,17,54,0
8582,2,2,2,1,0
8584,2,1,6,1,0
8604,1,1,7,12,0
8618,4,3,5,56,56
8621,2,2,2,1,0
8639,2,3,3,587,587
8641,3,2,9,4,0
8647,4,4,6,1,0
8648,2,2,12,1,0
8655,5,4,44,5,0
8672,2,4,8,687,687
8706,1,1,4,0,0
8719,1,1,27,12,0
8727,1,1,3,4,2
8728,5,3,5,51,51
8735,1,1,1,0,0
8756,1,1,1,0,0
8758,4,6,11,59,57
8759,3,2,6,1,0
8764,3,3,4,1,0
8797,4,9,35,989,742
8807,4,6,11,87,75
8810,2,2,7,2,0
8831,6,4,10,241,0
8842,4,4,9,776,772
8859,2,2,10,3,0
8863,1,1,1,0,0
8864,2,2,3,18,0
8868,8,8,106,147,0
8874,6,3,8,252,152
8901,3,3,6,1,0
8914,5,4,7,123,46
8933,2,2,6,0,0
8934,2,2,4,0,0
8935,2,2,4,13,0
8938,4,4,6,65,65
8942,4,3,7,122,85
8943,1,1,2,0,0
8944,2,2,2,0,0
8954,1,1,14,6,0
8958,2,2,10,4,0
8961,6,3,27,451,0
8965,2,2,2,45,45
8966,2,2,6,17,0
8992,5,6,12,71,60
8993,1,1,1,1,1
9006,3,2,5,1,0
9013,1,1,22,19,0
9039,2,2,2,0,0
9047,1,1,1,0,0
9058,3,2,7,4,0
9061,9,6,28,297,1
9062,3,3,17,5,0
9063,9,8,95,690,0
9069,2,2,15,14,0
9070,2,3,3,626,626
9078,6,5,13,50,45
9079,1,1,1,0,0
9084,2,2,3,1,0
9097,3,2,9,1,0
9101,1,1,1,4,4
9148,6,6,45,110,1
9150,4,3,36,8,0
9151,1,1,5,4,0
9167,1,1,20,5,0
9182,6,7,27,52,49
9185,1,1,2,0,0
9198,1,1,3,4,1
9200,6,3,7,164,164
9210,2,2,2,0,0
9238,2,2,37,18,0
9251,1,1,1,0,0
9252,2,2,3,4,0
9256,3,2,9,2,0
9268,4,3,5,232,232
9270,2,1,6,3,1
9271,6,6,29,455,0
9272,3,3,8,4,0
9284,3,2,14,4,0
9289,2,2,4,3,0
9291,1,1,2,3,2
9292,6,4,16,775,590
9293,5,4,11,814,0
9315,2,1,5,1,0
9323,2,1,3,1144,1
9326,1,1,1,1,1
9332,4,4,10,4,0
9334,5,5,9,56,56
9339,1,1,1,0,0
9346,4,4,6,72,72
9351,2,2,14,4,0
9356,5,4,28,6,0
9360,7,8,49,69,50
9366,2,2,7,5,0
9369,2,2,4,0,0
9374,2,2,8,1,1
9377,1,1,1,0,0
9378,2,2,2,3,0
9380,2,2,2,1,0
9382,1,1,9,7,2
9383,3,2,7,4,0
9389,1,1,1,0,0
9392,1,1,1,0,0
9401,1,1,1,0,0
9402,3,2,15,5,0
9419,2,2,2,7,0
9424,2,1,2,2,2
9434,2,1,2,1,1
9435,3,3,7,1,0
9436,1,1,1,0,0
9441,2,2,4,11,0
9443,4,3,5,273,273
